Unnamed: 0,NOS Title
semae3004.pdf,reinstating the work area on completion of activities
semae3005.pdf,marking out composite and/or metallic aircraft components
semae3008.pdf,installing aircraft mechanical fasteners into composite and/or metallic components
semae3010.pdf,producing composite and/or metallic aircraft sub-assemblies
semae3011.pdf,producing composite and/or metallic aircraft major assemblies
semae3012.pdf,installing aircraft mechanical controls
semae3013.pdf,repairing airframes and structures
semae3026.pdf,producing aircraft composite assemblies
semae3041.pdf,installing aircraft hydraulic systems
semae3042.pdf,installing aircraft pneumatic systems
semae3043.pdf,installing aircraft de-icing systems
semae3045.pdf,installing aircraft environmental systems
semae3064.pdf,installing aircraft visual display units and computer systems
semae3065.pdf,installing aircraft engine control units
semae3066.pdf,installing aircraft power supplies
semae3068.pdf,installing aircraft flight guidance and control systems
semae3072.pdf,installing aircraft electro-optical and infrared systems
semae3073.pdf,installing aircraft instrumentation systems
semae3093.pdf,applying finishes to aircraft composite mouldings
semae3121.pdf,undertaking scheduled maintenance of aircraft avionics equipment/systems
semae3141.pdf,"carrying out fault diagnosis on aircraft airframe, mechanical components and systems"
semae3142.pdf,undertaking scheduled maintenance of aircraft airframe and mechanical equipment
semae3145.pdf,removing and replacing components of aircraft fuel and lubrication systems
semae3153.pdf,carrying out tests on aircraft engines and systems
semae3154.pdf,carrying out tests on aircraft control systems
semae3161.pdf,carrying out test bed runs on aircraft engines (uninstalled)
semae3186.pdf,producing aeronautical engineering drawings/models using 3d computer aided techniques
semae3188.pdf,monitoring aeronautical engineering activities
semae3189.pdf,planning aeronautical engineering activities
semae3190.pdf,producing technical details for aeronautical engineering activities
semae3191.pdf,obtaining resources for aeronautical engineering activities
semae3192.pdf,implementing aeronautical engineering activities
semae3195.pdf,providing technical guidance on aeronautical engineering activities
semae3207.pdf,repairing aircraft composite mouldings
semae3212.pdf,dismantling aircraft gas turbine engines to module/unit level
semae3213.pdf,rebuilding aircraft gas turbine engine assemblies after overhaul
semae3233.pdf,using curing and consolidation equipment for aircraft composite mouldings
semae3234.pdf,installing aircraft composite mouldings
semae3301.pdf,lifting and trestling/shoring aircraft for maintenance/repair operations
semae3302.pdf,levelling and weighing aircraft
semae3303.pdf,"towing, marshalling and parking aircraft"
