index,NOS Title,One_suite,supersuite,hierarchical
astatt1.pdf,prepare to carry out air tightness testing ,air tightness testing,engineering,57
astatt10.pdf,"carry out air tightness testing on large and complex, high rise and phased hand over zonal buildings",air tightness testing,engineering,57
astatt2.pdf,prepare building for air tightness testing,air tightness testing,engineering,57
astatt3.pdf,carry out air tightness testing for single dwellings and other small buildings  ,air tightness testing,engineering,57
astatt4.pdf,carry out air tightness testing for non-simple buildings,air tightness testing,engineering,57
astatt5.pdf,prepare and issue the air tightness test report  ,air tightness testing,engineering,57
astatt7.pdf,manage all calibrated equipment,air tightness testing,engineering,77
astatt8.pdf,initiate and progress contracts with clients to carry out air tightness testing ,air tightness testing,engineering,57
astatt9.pdf,quality assure the air tightness testing process ,air tightness testing,engineering,57
carry-out-the-maintenance-of-treatment-processing-plant-and-equipment-eustpc03.pdf,carry out the maintenance of treatment processing plant and equipment,treatment processing and control in the water industry,engineering,61
cogesa1.10 .pdf,carry out the research strategy and analyse the information collected on explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa1.11 .pdf,carry out investigations and analyse the information collected on explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa1.12 .pdf,contribute to carrying out investigations and analysing the information collected on explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa1.13.pdf,evaluate and document complex research and findings on explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa1.14.pdf,assess and document research and findings on explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa1.15.pdf,develop a dissemination plan for explosive substances and/or articles,explosive substances and articles,engineering,11
cogesa1.16.pdf,carry out small scale processing for explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa1.17.pdf,design the scale-up process for explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa1.20.pdf,identify and analyse the factors applicable to the explosive article design specification,explosive substances and articles,engineering,8
cogesa1.21.pdf,generate design options for explosive articles,explosive substances and articles,engineering,8
cogesa1.22.pdf,evaluate design options for explosive articles,explosive substances and articles,engineering,8
cogesa1.3.pdf,assimilate and evaluate the information on explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa1.4 .pdf,gather and interpret the information on explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa1.6.pdf,prepare the research strategy for explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa1.7.pdf,prepare the research programme for explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa1.8.pdf,submit proposals for research work for explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa1.9.pdf,plan the research into explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa10.1.3.pdf,organize own work and maintain standards,explosive substances and articles,engineering,35
cogesa10.10.pdf,produce profiles of rock faces and landforms,explosive substances and articles,engineering,14
cogesa10.11.pdf,supervise the blasting operation,explosive substances and articles,engineering,15
cogesa10.16.pdf,initiate the explosive effect,explosive substances and articles,engineering,8
cogesa10.2.1.pdf,contribute to health and safety in the blasting workplace,explosive substances and articles,engineering,35
cogesa10.3.pdf,"receive, store and issue explosive materials",explosive substances and articles,engineering,36
cogesa10.5.pdf,charge blast holes to specification,explosive substances and articles,engineering,15
cogesa10.6.pdf,blast to specification,explosive substances and articles,engineering,15
cogesa10.7.pdf,deal with misfires,explosive substances and articles,engineering,16
cogesa10.8.pdf,determine the blast requirements,explosive substances and articles,engineering,15
cogesa10.9.pdf,design and arrange for the authorization of the blast specification,explosive substances and articles,engineering,15
cogesa11.1.pdf,assess the explosive substances and/or articles for disposal,explosive substances and articles,engineering,8
cogesa11.17.pdf,dispose of explosive substances and/or articles by function as intended procedures,explosive substances and articles,engineering,8
cogesa11.20.pdf,contribute to post-disposal tasks for explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa11.3.pdf,adapt an existing disposal procedure for explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa11.4.pdf,design a new disposal procedure for explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa11.7 .pdf,manage tasks for the disposal of explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa11.9.pdf,contribute to pre-disposal tasks for explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa12.1.pdf,plan munition clearance and search operations and programmes,explosive substances and articles,engineering,4
cogesa12.10a.pdf,assist in searching for specified targets,explosive substances and articles,engineering,4
cogesa12.11.pdf,contribute to removing the threat of munitions,explosive substances and articles,engineering,4
cogesa12.12.pdf,move and transport munitions,explosive substances and articles,engineering,4
cogesa12.13.pdf,contribute to the movement or transportation of munitions,explosive substances and articles,engineering,4
cogesa12.14.pdf,enable areas cleared of munitions or specified targets to be remediated,explosive substances and articles,engineering,4
cogesa12.15 .pdf,complete munitions or specified targets search reports,explosive substances and articles,engineering,4
cogesa12.17.pdf,assist with the movement and transportation of munitions,explosive substances and articles,engineering,4
cogesa12.18 .pdf,use and maintain search or munition clearance equipment,explosive substances and articles,engineering,4
cogesa12.19.pdf,"assist with the preparation, maintenance and use of search or munition clearance equipment",explosive substances and articles,engineering,4
cogesa12.1a.pdf,plan specified targets search operations,explosive substances and articles,engineering,4
cogesa12.2.pdf,manage munition clearance and search operations and programmes,explosive substances and articles,engineering,4
cogesa12.2a .pdf,manage specified targets search operations,explosive substances and articles,engineering,4
cogesa12.3.pdf,evaluate and improve the effectiveness of munition clearance and search operations and programmes,explosive substances and articles,engineering,4
cogesa12.3a.pdf,organise and supervise the delivery of specified targets search plans,explosive substances and articles,engineering,4
cogesa12.4a.pdf,evaluate the effectiveness of specified targets search operations,explosive substances and articles,engineering,4
cogesa12.5 .pdf,define the boundaries of the area to be searched for munitions,explosive substances and articles,engineering,4
cogesa12.6.pdf,identify and record the location and disposition of potential munitions within boundaries,explosive substances and articles,engineering,4
cogesa12.6a.pdf,identify and describe the area to be searched,explosive substances and articles,engineering,4
cogesa12.7.pdf,contribute to locating the disposition of potential munitions,explosive substances and articles,engineering,4
cogesa12.7a.pdf,contribute to identifying and describing the area to be searched,explosive substances and articles,engineering,4
cogesa12.8.pdf,confirm the presence of munition(s),explosive substances and articles,engineering,4
cogesa12.9a.pdf,contribute to locating and gaining access to specified targets,explosive substances and articles,engineering,4
cogesa13.1.pdf,work effectively in a team involved in activities for explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa13.10.pdf,make presentations on explosives matters,explosive substances and articles,engineering,13
cogesa13.11.pdf,hand over explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa13.12 .pdf,pack or re-pack explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa13.13.pdf,unpack explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa13.14.pdf,manage equipment in an explosives environment,explosive substances and articles,engineering,8
cogesa13.15.pdf,prepare and care for equipment in an explosives environment,explosive substances and articles,engineering,8
cogesa13.16.pdf,manage explosives safety,explosive substances and articles,engineering,8
cogesa13.17.pdf,certify as free from explosives hazards,explosive substances and articles,engineering,8
cogesa13.20.pdf,develop your competence in working with munitions or specified targets,explosive substances and articles,engineering,4
cogesa13.4.pdf,manage continuous improvement in activities for explosive substances and articles,explosive substances and articles,engineering,8
cogesa13.9.pdf,provide technical or safety advice and/or guidance to others on explosives,explosive substances and articles,engineering,8
cogesa2.1 .pdf,formulate national policy for explosive substances and articles,explosive substances and articles,engineering,8
cogesa2.10.pdf,develop the organizational safety policy and/or strategy for explosives,explosive substances and articles,engineering,8
cogesa2.11.pdf,implement the organizational safety policy and/or strategy for explosives,explosive substances and articles,engineering,8
cogesa2.12.pdf,analyse and identify aggregated hazards and risks for explosives,explosive substances and articles,engineering,8
cogesa2.14.pdf,determine and implement aggregated risk control measures for explosives,explosive substances and articles,engineering,8
cogesa2.16.pdf,develop and implement assurance systems for explosives safety,explosive substances and articles,engineering,8
cogesa2.18.pdf,develop emergency response systems and procedures for explosives safety,explosive substances and articles,engineering,8
cogesa2.19.pdf,investigate explosives-related safety incidents,explosive substances and articles,engineering,8
cogesa2.2.pdf,determine the classification of explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa2.21.pdf,assess explosives licence applications,explosive substances and articles,engineering,8
cogesa2.22.pdf,prepare and submit an explosives licence application,explosive substances and articles,engineering,8
cogesa2.4.pdf,review the factors affecting the safety of specific explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa2.6.pdf,analyse the acceptability of safety control measures for specific explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa2.8.pdf,review an organization’s safety management system for explosives,explosive substances and articles,engineering,8
cogesa3.1 .pdf,establish the performance criteria for explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa3.13 .pdf,contribute to pre-trial or pre-test tasks relating to relating to explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa3.16 .pdf,contribute to conducting trial or test of explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa3.20.pdf,contribute to post-trial or post-test tasks relating to explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa3.7.pdf,validate a trial or test procedure for explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa3.8.pdf,plan the trial of explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa3.9.pdf,plan the test of explosive substances and/or articles,explosive substances and articles,engineering,8
cogesa4.1.pdf,develop and update explosives standard operating procedure/s,explosive substances and articles,engineering,8
cogesa4.11.pdf,shut down the explosives process,explosive substances and articles,engineering,36
cogesa4.12.pdf,supervise the shutdown of explosives processing,explosive substances and articles,engineering,36
cogesa4.13.pdf,separate recoverable materials and waste produced by the explosive process,explosive substances and articles,engineering,36
cogesa4.14 .pdf,contribute to explosives standard operating procedure/s (sop),explosive substances and articles,engineering,10
