,precast and prestressed concrete operations,precast concrete operations,stop0,"fenestration, installation and surveying",glazing,stop1,heating and ventilating,plumbing and domestic heating,refrigeration and air conditioning,stop2,constructing capital plant steel structures erecting,fabricating steel structures plating,"installation, testing and commissioning of electrical systems and equipment plant",installing plant and systems mechanical,installing plant and systems pipefitting,maintaining plant and systems electrical,maintaining plant and systems instrument and controls,maintaining plant and systems mechanical,monitoring engineering construction activities,supporting activities in engineering construction,stop3,welding pipework,welding plate and pipework,welding supervision,stop4,performing engineering operations suite 1 2006,performing engineering operations suite 2 2006,stop5,design and draughting,engineering and manufacture suite 4,engineering leadership and management suite 3,engineering leadership and management suite 4,engineering leadership and management suite 5,engineering leadership suite 3,engineering technical support suite 2 2007,engineering technical support suite 3 2009,stop6,rail engineering,rail engineering signalling suite 2,rail engineering signalling suite 3,rail engineering telecoms suite 2,rail engineering telecoms suite 3,stop7,ensuring the compliance of electrical installation work in dwellings with the building regulations england and wales,rail engineering overhead line equipment construction suite 2,rail engineering overhead line equipment construction suite 3,stop8,electrical and electronic servicing,engineering maintenance and installation suite 2 2008,engineering maintenance suite 3 2008,installation and commissioning suite 3,installation and commissioning suite 3 2003,rail engineering traction and rolling stock suite 2,rail engineering traction and rolling stock suite 3,stop9,down stream gas,integrated systems engineering,mechanical engineering services,oil fired technical services,stop10,aeronautical engineering suite 2,aeronautical engineering suite 3,stop11,composite engineering suite 2,composite engineering suite 3,stop12,electrical and electronic engineering suite 3,electrical and electronic engineering suite 3 2004,stop13,automotive engineering suite 3,engineering toolmaking level 3,engineering toolmaking suite 3,engineering toolmaking suite 3 2005,"engineering woodworking, pattern and model making suite 3 2002",fabrication and welding engineering suite 3,fabrication and welding suite 2,marine engineering,marine engineering suite 2,marine engineering suite 3,mechanical manufacturing engineering suite 2 2008,mechanical manufacturing engineering suite 3 2008,performing engineering operations suite 1,performing engineering operations suite 2,stop14,engineered wood,woodmachining construction sawmilling extrusion furniture,stop15,formwork construction,wood merchants,wood preserving industrial pre treatment construction,stop16,construction diving operations,controlling lifting operations construction,stop17,accessing operations and rigging construction,applied waterproof membranes construction,associated industrial services occupations construction,building maintenance multi trade repair and refurbishment operations,chimney engineering construction,cladding occupations construction,construction and civil engineering operations,construction design management coordination level 4 nos,construction operations and civil engineering services construction,construction operations construction,construction using off site manufactured assemblies,decorative finishing and industrial painting occupations construction,erection of precast concrete construction,floorcovering occupations construction,heritage skills construction,highways maintenance construction,innovative modern methods of construction,insulation and building treatments construction,interior systems construction,mastic asphalt construction,plastering construction,post tensioning operations construction,refractory installation construction,removal of hazardous and non hazardous waste construction,roofing occupations construction,senior crafts construction,site logistics operations construction,specialist concrete occupations,specialist concrete occupations construction,specialist installation occupations construction,stonemasonry construction,sub structure work occupations construction,super structure work occupations construction,trowel occupations construction,tunnelling operations construction,wall and floor tiling construction,waterproof membrane roofing systems,waterproof membrane roofing systems construction,wood occupations construction,stop18,construction plant or machinery maintenance,demolition construction,plant installation construction,plant operations construction,plant operations extractives,road building and maintenance,treatment processing and control in the water industry,stop19,sport and play surfaces level 2,sport and play surfaces level 3,stop20,pension scheme trusteeship,pension trustee board secretaryship,secretary to the trustees of pension funds,trustee and management committee,stop21,mechanical fire protection,securing void properties,stop22,paraplanning,providing advice on securities or derivatives in the non retail market,providing advice on securities or derivatives in the retail market,providing financial advice and financial planning,stop23,investment operations,investment strategy and management,stop24,general insurance,general takaful,insurance technicians supervisors,london market,stop25,credit management,financing and credit,stop26,bank accounts,customer payments for financial products and services,"life, pensions and investments",stop27,engineering maintenance in food manufacture,food business operational management,food business strategic leadership,hospitality management,hospitality supervision and leadership,production management,supply chain management,stop28,combined working practices,polymer processing and related operations,stop29,directors,live events and promotions management,production accounting,senior producers,stop30,harbour masters,supervision of port operations,stop31,electricity network control engineer,gas network construction,gas networks engineering management,leakage detection and control,multi utility network construction,network construction operations,utilities network planning and management,utility infrastructure management,stop32,"inspectors of health, social care, children and young peoples services",leadership and management for care services,long term conditions case management,stop33,building services engineering technology and project management,built environment design and consultancy practice,construction contracting operations management,construction senior management,construction site management,construction site supervision,electrotechnical services electrotechnical technology and project management,industrial design,integrated logistic support ils management suite 4 2003,occupational work supervision construction,"project control, estimating, planning and cost engineering",project management,site inspection,stop34,fibreboard operations,multi utility management skills,stop35,leisure management,leisure management l3 2005,managing sport and active leisure 2006,outdoor sector senior roles,stop36,building products leadership,emergency fire services management,expedition leadership and management,financial services core competences,"health, safety and environmental management in the extractive and mineral processing industries",management and leadership,managing in road passenger transport,professional skills for government psg,watch management,stop37,cctv strategic and operational management,security management,stop38,branch management and business and customer commercial relationship management,financial services sales process,land based operations,stop39,business continuity management 2014,risk management for the financial sector,stop40,temporary traffic management construction,traffic management,stop41
0,precast,precast,-,window,glaze,-,ventilate,plumbing,accessory,-,steel,weld,isolation,engineering,pipework,plant,instrument,plant,construction,engineering,-,mma,weld,weld,-,engineering,act,-,engineering,improvement,drawing,engineering,engineering,engineering,engineering,program,-,riddor,signal,signal,telecom,telecom,-,installation,steelwork,steelwork,-,fault,installation,fault,installation,installation,traction,traction,-,gas,installation,industry,oil,-,aircraft,aircraft,-,moulding,moulding,-,circuit,circuit,-,vehicle,try,machine,machine,machine,weld,weld,weld,yacht,marine,machine,machine,assembly,machine,-,wood,wood,-,formwork,timber,timber,-,dive,lift,-,scaffold,torch,resist,plaster,chimney,cladding,excavation,ladder,pavement,roof,erect,borne,precast,floorcoverings,heritage,stone,erect,insulation,ceiling,asphalt,plaster,post,refractory,asbestos,roof,programme,construction,substrate,occupation,shutter,stone,occupation,masonry,masonry,tunnel,tile,roof,membrane,timber,-,machinery,demolition,plant,machinery,plant,machinery,treatment,-,foundation,surface,-,trustee,trustee,trustee,trustee,-,fire,solution,-,client,client,client,client,-,investor,portfolio,-,claims,claims,insurance,market,-,credit,financing,-,customer,payment,pension,-,food,drink,drink,food,staff,food,chain,-,fault,processing,-,production,venue,production,production,-,port,port,-,network,excavation,network,network,excavation,apparatus,network,apparatus,-,scrutiny,provision,wellbeing,-,project,project,contract,project,project,demolition,project,simulation,il,machinery,project,project,project,-,feedback,member,-,sport,customer,sport,outdoor,-,workforce,project,describe,assistance,improvement,stakeholder,project,customer,member,-,disaster,confidentiality,-,customer,business,business,-,strategy,management,-,traffic,road,-
1,manufacturing,accord,-,glaze,glass,-,accessory,water,pump,-,engineering,fabrication,cable,machine,engineering,reinstate,engineering,engineering,engineering,construction,-,tig,appreciation,welding,-,development,engineering,-,document,engineering,computer,solution,research,research,cad,software,-,track,etcs,etcs,railway,railway,-,dwell,direction,installation,-,customer,fault,servicing,commissioning,commissioning,roll,roll,-,appliance,engineering,fault,tank,-,moulding,aviation,-,mould,defect,-,assembly,cad,-,assembly,press,workholding,program,model,welding,machine,machine,boat,overhaul,setter,spring,weld,program,-,production,machinery,-,timber,goods,treatment,-,jet,welfare,-,erect,roof,fire,tile,occupation,sheeting,excavate,crawler,occupation,heritage,floor,occupation,cladding,textile,conserve,surface,occupation,wall,partition,fire,occupation,tensioning,fibre,remove,slate,occupation,fire,overlay,floor,door,programme,programme,fibre,brick,occupation,floor,fire,layer,frame,-,plant,segregation,dismantle,plant,avoid,plant,plant,-,sport,sport,-,scheme,scheme,pension,charity,-,solution,property,-,planner,derivative,firm,investment,-,investment,investment,-,claim,holder,claims,insurance,-,customer,credit,-,accounts,customer,payment,-,drink,food,food,beverage,food,production,food,-,production,polymer,-,producer,production,expenditure,contributor,-,marine,vessel,-,engineering,network,utility,valve,network,excavation,utility,utility,-,inspection,child,carers,-,building,synthesis,tender,tender,machinery,tunnel,tender,project,project,plant,cost,stakeholder,inspection,-,member,utility,-,community,strategy,leisure,sector,-,building,implementation,stakeholder,colleague,industry,manage,stakeholder,stakeholder,objective,-,recovery,asset,-,business,agency,law,-,business,protocol,-,management,traffic,-
2,ppe,manufacturing,-,installation,glazing,-,weld,heat,heat,-,load,reinstate,enclosure,plant,reinstate,engineering,reinstate,asset,drawing,onshore,-,root,join,engineering,-,dress,occurrence,-,convention,lead,software,drawing,evaluation,directive,inspection,engineering,-,haswa,train,train,bearer,bearer,-,dwelling,installation,ole,-,precaution,device,circuit,device,commission,installation,stock,-,commission,integrate,commission,industry,-,assembly,engine,-,resin,resin,-,inductor,compliance,-,engine,die,workpiece,workholding,program,machine,welding,gas,marine,installation,machining,workpiece,welding,assembly,-,pick,machine,-,walings,stock,fire,-,lift,load,-,occupation,layer,occupation,floor,programme,roof,occupation,erect,road,slate,cladding,programme,erect,floor,occupation,lay,frame,treatment,install,programme,programme,wax,install,programme,ridge,conserve,occupation,occupation,programme,occupation,cladding,install,resin,occupation,programme,wall,programme,bitumen,occupation,-,occupation,recycle,installation,occupation,official,operator,sample,-,example,textile,-,pension,pension,scheme,board,-,customer,client,-,goal,firm,derivative,tax,-,market,fund,-,insurance,claim,claim,claims,-,payment,facility,-,till,query,request,-,fault,business,business,menu,customer,manufacture,drink,-,show,production,-,designer,theatre,cash,talent,-,master,customer,-,asset,apparatus,engineering,trace,utility,network,sector,proposal,-,child,worker,individual,-,engineering,stakeholder,project,synthesis,plant,contractor,workforce,scenario,customer,welfare,estimate,management,synthesis,-,show,manner,-,facility,sales,strategy,sport,-,improvement,development,colleague,development,implementation,sector,customer,project,ability,-,cctv,disaster,-,development,promote,reputation,-,campaign,appetite,-,motorway,tunnel,-
3,efficiency,occur,-,glass,installation,-,heating,appliance,pressure,-,reinstate,steel,installation,construction,installation,installation,installation,reinstate,technician,shipyard,-,join,welding,consumables,-,act,injury,-,option,research,cad,computer,decommissioning,assist,program,computer,-,asset,track,track,gsm,circuit,-,wire,ole,wire,-,reception,assist,replace,commission,device,stock,fault,-,industry,pipework,installation,commission,-,coat,overhaul,-,production,mould,-,transformer,manufacture,-,leisure,machine,device,workpiece,pattern,plate,cut,marine,surface,yacht,accuracy,program,cut,circuit,-,saw,tooling,-,strike,customer,programme,-,jetting,lifting,-,anchor,bitumen,programme,replace,render,wall,programme,suspend,programme,replace,occupation,surface,floor,contract,programme,flag,programme,installation,occupation,occupation,operative,tensioned,programme,license,hip,tile,programme,programme,concrete,programme,operative,operative,repair,block,plant,surface,extinguisher,ply,door,-,programme,segregate,crane,programme,occupation,occupation,processing,-,substructure,play,-,employer,fund,investment,community,-,installation,installation,-,solution,advice,investment,solution,-,transaction,client,-,insurer,renewal,client,quotation,-,query,customer,-,transaction,entry,investment,-,instrumentation,delegate,strategy,staff,hospitality,drink,logistics,-,run,sort,-,director,project,payment,script,-,vessel,casualty,-,belongs,gas,asset,water,apparatus,candidate,energy,infrastructure,-,abuse,manage,patient,-,tender,evaluation,construction,stakeholder,contractor,plant,contractor,interaction,sow,vehicle,engineering,phrase,stakeholder,-,opportunity,supervise,-,staff,sell,evaluate,stakeholder,-,stakeholder,stakeholder,member,caller,recommendation,evaluate,equality,sector,development,-,strategy,business,-,banking,customer,decide,-,amongst,business,-,carriageway,incident,-
4,state,obligation,-,door,cut,-,ductwork,heating,implementing,-,section,assembly,engineering,fitter,construction,onshore,shipyard,hvac,relations,load,-,weld,welder,parent,-,relationship,fire,-,designer,directive,modification,resolve,review,computer,modify,machine,-,rule,installation,swl,installation,gsm,-,cable,wire,section,-,diagnosis,circuit,diagnosis,fault,fault,fluid,replace,-,meter,cable,customer,fire,-,aviation,wing,-,cure,machine,-,coil,film,-,moulding,prove,program,device,machining,joint,plate,welding,installation,boat,cnc,overhaul,machine,weld,-,difficulty,aid,-,box,delivery,plant,-,lance,suspend,-,programme,upstands,quantity,decorate,plaster,sheet,construction,rope,traffic,lay,programme,paint,occupation,operative,conservation,restraint,autoclave,occupation,programme,ppe,quantity,grout,occupation,occupation,tile,quantity,management,stain,quantity,gate,occupation,quantity,occupation,programme,pipejacking,programme,occupation,vapour,programme,-,consumables,disposal,relationship,load,sustain,programme,instrumentation,-,skac,grass,-,investment,investment,fund,mission,-,quotation,cost,-,colleague,investment,competency,recommendation,-,fund,asset,-,renewal,contract,party,amendment,-,dispute,accounts,-,bank,transaction,alteration,-,haccp,productivity,culture,manage,drink,changeover,goods,-,fibreboard,sample,-,contributor,rig,claims,budget,-,stakeholder,diversity,-,electricity,construction,client,hygiene,construction,construction,asset,locate,-,adult,abuse,term,-,consultant,contract,management,tenderers,programme,machinery,labour,stakeholder,tender,project,uncertainty,context,verify,-,suggestion,job,-,participation,face,driver,programme,-,industry,member,sector,role,manager,decision,diversity,diversity,events,-,business,vulnerability,-,lending,sales,advice,-,continuity,strategy,-,remove,vehicle,-
5,package,operating,-,fire,customer,-,pipework,accessory,air,-,installation,engineering,plant,reinstate,drawing,shipyard,inside,onshore,perform,inside,-,cap,oxidation,welder,-,help,malfunction,-,catalogue,sigma,copy,scheduling,implementation,decommissioning,machine,programming,-,engineering,swl,ssow,circuit,cctv,-,day,renewal,wiring,-,appliance,repair,installation,connection,connection,isolation,cable,-,installation,industry,legacy,building,-,mould,fastener,-,fibre,consumables,-,precaution,precaution,-,installation,mould,grind,press,assembly,arc,section,fault,coat,weld,lens,assembly,surface,device,-,treatment,programme,-,erect,purchase,chemical,-,occupation,occupation,-,dismantle,gutter,rectify,panelling,drainage,panel,operative,roof,lay,sarking,building,quantity,programme,timber,plaster,sett,ppe,programme,quantity,disposal,disposal,bar,blockwork,enclosure,reclaim,contract,traffic,acid,rectify,blind,rectify,ground,reinforce,erect,slurry,occupation,layer,roof,fire,-,replace,machinery,machinery,requisition,load,ironwork,water,-,surface,prefabricate,-,interest,asset,sfp,trust,-,commission,party,-,bespoke,competency,advice,advice,-,stakeholder,currency,-,customer,business,business,client,-,debt,business,-,banking,pay,life,-,installation,feedback,development,customer,wine,improvement,model,-,machine,version,-,studio,describe,budget,producer,-,traffic,member,-,meeting,employer,setback,section,gas,highway,stakeholder,instal,-,provider,outcome,intervention,-,client,client,synthesis,cost,welfare,conservation,client,implementation,management,deviation,opportunity,group,development,-,period,conflict,-,agency,sport,development,leisure,-,evaluate,objective,explain,job,contribute,feedback,budget,inclusion,feedback,-,client,threat,-,strategy,offer,benefit,-,raise,profile,-,road,caller,-
6,accord,relating,-,glazing,infill,-,industry,building,management,-,move,section,disconnection,drawing,onshore,inside,tunnel,engine,culture,tunnel,-,fill,reinstate,onshore,-,competence,event,-,draught,project,title,manufacture,assurance,resolve,model,cnc,-,traction,ssow,leader,cctv,riddor,-,building,bond,bond,-,module,fluid,cable,instal,instal,'lifed,isolation,-,regulator,statement,job,appliance,-,servicing,flight,-,surface,sheer,-,film,checking,-,device,assembly,press,grind,wood,section,gas,thread,paint,machine,production,device,circuit,cable,-,efficiency,occupation,-,occupation,custody,extinguisher,-,programme,machinery,-,ppe,fire,operative,surface,ppe,seam,drainage,remove,operative,stone,frame,disposal,platform,occupation,thatch,edge,steel,install,rectify,quantity,mould,strand,brickwork,removal,occupation,wall,vehicle,cure,disposal,quantity,quantity,rectify,programme,mortar,mud,quantity,ply,outlet,extinguisher,-,quantity,dismantle,lift,surround,shut,lay,shut,-,excavation,undercarriage,-,deed,contribution,funding,functioning,-,sprinkler,audit,-,performing,obligation,market,attitude,-,client,sector,-,settlement,provider,term,insurer,-,timescales,decision,-,laundering,accounts,customer,-,replace,colleague,colleague,hospitality,feedback,manage,theory,-,contribute,stock,-,performer,performer,accounting,funding,-,manage,passenger,-,commission,highway,professionalism,meter,designate,approve,project,construct,-,agency,lead,community,-,contractor,business,survey,evaluation,improvement,restoration,manage,aim,contract,maker,competence,individual,maker,-,individual,multi,-,plant,implementing,obstacle,colleague,-,culture,incident,budget,objective,aspect,perform,colleague,equality,element,-,development,stakeholder,-,target,opportunity,cycling,-,interruption,effectiveness,-,install,network,-
7,aid,machinery,-,conservatory,industry,-,air,industry,industry,-,erect,onshore,wire,installation,shape,tunnel,explosive,repair,uphold,plant,-,steel,segregation,configuration,-,tidy,aiders,-,rule,fault,aid,installation,authorise,client,flaw,save,-,working,haswa,railway,riddor,fault,-,accessory,registration,earthing,-,installation,isolation,device,fluid,fluid,device,lock,-,pressure,approve,rectification,fault,-,cable,remove,-,tooling,sheraography,-,core,device,-,cable,dy,machining,assembly,mark,metal,accuracy,propulsion,machine,device,surface,workholding,treatment,cut,-,assemble,list,-,programme,wrap,occupation,-,water,accessory,-,rectify,pour,disposal,occupation,rectify,occupation,estimate,anchor,quantity,programme,steel,operative,propping,programme,quantity,ironwork,quantity,quantity,relocate,operative,rectify,traffic,quantity,rectify,valley,property,extinguisher,etch,operative,rectify,disposal,disposal,ppe,quantity,disposal,drainage,disposal,install,quantity,-,rectify,programme,premise,rectify,dispose,pave,chemical,-,edge,install,-,fund,class,asset,beneficiary,-,party,void,-,articulate,market,advise,framework,-,settlement,market,-,party,settlement,insurer,consequence,-,sales,appraise,-,counter,account,underwrite,-,pressure,objective,leadership,payment,supervise,resolution,management,-,sample,variance,-,personnel,member,cost,idea,-,enforcement,equality,-,budget,designate,evaluation,pipe,job,traffic,colleague,manage,-,carers,promote,management,-,solution,development,evaluation,contract,cost,welfare,plant,idea,programme,craft,concern,wider,commissioning,-,account,engineering,-,equality,contribute,community,understanding,-,build,role,manage,customer,suggestion,customer,sector,business,manager,-,delivery,provision,-,solution,goodwill,lessen,-,concept,architecture,-,mobile,address,-
8,cement,packaging,-,aperture,battery,-,water,implementing,introduce,-,onshore,gas,termination,device,shipyard,explosive,plant,shipyard,project,refer,-,pipe,finishing,gas,-,working,evacuation,-,drawing,production,connect,software,facility,manufacturing,drawing,flaw,-,approve,leader,haswa,track,telephone,-,voltage,conductor,registration,-,etc,connection,function,function,function,overhaul,etcs,-,occupier,plumb,leakage,installation,-,resin,device,-,core,thermography,-,semiconductor,manufacturing,-,refitting,injection,fixture,cnc,mould,accuracy,joint,cut,assembly,fastener,finish,cut,mould,engineering,-,cut,removal,-,fabricate,sell,ppe,-,ppe,plant,-,quantity,edge,install,renew,quantity,skin,quantity,board,disposal,occupation,cabin,rectify,quantity,surface,mould,occupation,rectify,rectify,disposal,extinguisher,render,stress,repair,disposal,install,ppe,quantity,repair,substrate,shade,surround,surround,quantity,disposal,excavate,rectify,operative,gutter,operative,-,disposal,occupation,substance,disposal,surround,machine,assurance,-,play,layer,-,matter,member,employer,object,-,mist,quotation,-,strategy,ascertain,depend,taxation,-,asset,strategy,-,premium,party,market,business,-,party,decline,-,currency,statement,contract,-,diagnosis,adhere,thinking,room,hygiene,handover,procurement,-,member,conform,-,idea,appear,film,financier,-,management,learn,-,expertise,employee,brief,distribution,role,supervision,contingency,devise,-,harm,carers,promote,-,workforce,management,document,development,tunnel,programme,review,capability,cost,member,learn,define,commission,-,role,manager,-,diversity,monitoring,maker,goal,-,encourage,sponsor,research,manage,recommend,industry,manage,vision,concern,-,compliance,weakness,-,sector,relations,enhance,-,awareness,culture,-,speed,management,-
9,occur,prevent,-,curtain,film,-,building,pipework,refrigeration,-,plant,welding,drawing,shipyard,inside,atmosphere,scaffold,exchanger,management,explosive,-,welding,engineering,plant,-,occurrence,define,-,industry,analysis,digitiser,departure,subordinate,assurance,monitoring,calibration,-,element,riddor,testing,assist,track,-,electricity,escalation,conductor,-,replacement,function,remove,air,air,sensor,diagnosis,-,siting,instal,liaise,decommission,-,demonstrate,lock,-,lay,convention,-,device,thick,-,fastener,handover,jig,fixture,face,gas,bend,wire,weld,assembly,cut,wire,leave,surface,-,blade,enquiry,-,soffit,pick,quantity,-,pump,sling,-,operative,occupation,surround,programme,disposal,cement,disposal,platform,rectify,underlay,estimate,coat,rectify,specialist,rectify,programme,disposal,building,operative,rectify,platform,occupation,rectify,encapsulate,programme,rectify,coordinate,membrane,saw,estimate,mould,anchor,rectify,operative,rectify,stone,ppe,perimeter,disposal,-,operative,plant,colleague,operative,operating,estimate,designate,-,concrete,describe,-,trust,content,content,govern,-,certification,confidentiality,-,objective,appetite,employ,explain,-,accounts,analyse,-,business,market,audit,renewal,-,export,pay,-,money,debt,insurer,-,controller,deploy,compliance,profit,colleague,colleague,transport,-,packaging,working,-,budget,rigging,insurance,delivery,-,incident,load,-,commissioning,job,atmosphere,fitting,highway,sub,development,construction,-,evidence,family,medication,-,management,dispute,tenderers,client,management,maker,circuit,research,configuration,industry,tender,cycle,property,-,encourage,discus,-,barrier,leisure,stakeholder,strategy,-,development,decision,welfare,understanding,member,demonstrate,opportunity,colleague,authorise,-,option,harm,-,network,relating,employee,-,events,role,-,occupation,escort,-
