,pension scheme trusteeship,pension trustee board secretaryship,secretary to the trustees of pension funds,trustee and management committee,stop0,providing advice on securities or derivatives in the non retail market,providing advice on securities or derivatives in the retail market,stop1,customer payments for financial products and services,"life, pensions and investments",stop2,investment operations,investment strategy and management,providing financial advice and financial planning,stop3,anti money laundering,bank accounts,stop4,credit management,financing and credit,stop5,financial services core competences,utilities control centre operations,stop6,precast and prestressed concrete operations,precast concrete operations,stop7,harbour masters,supervision of port operations,stop8,engineering maintenance in food manufacture,food business operational management,food business strategic leadership,hospitality management,hospitality supervision and leadership,production management,supply chain management,stop9,directors,live events and promotions management,production accounting,senior producers,stop10,cctv strategic and operational management,security management,stop11,branch management and business and customer commercial relationship management,business continuity management 2014,financial services sales process,land based operations,risk management for the financial sector,stop12,general insurance,general takaful,insurance technicians supervisors,london market,stop13,sport and play surfaces level 2,sport and play surfaces level 3,stop14,leisure management,leisure management l3 2005,managing sport and active leisure 2006,outdoor sector senior roles,stop15,"inspectors of health, social care, children and young peoples services",leadership and management for care services,long term conditions case management,stop16,mechanical fire protection,securing void properties,stop17,building services engineering technology and project management,built environment design and consultancy practice,construction contracting operations management,construction senior management,construction site management,electrotechnical services electrotechnical technology and project management,emergency fire services management,industrial design,integrated logistic support ils management suite 4 2003,"project control, estimating, planning and cost engineering",project management,site inspection,stop18,building products leadership,expedition leadership and management,management and leadership,managing in road passenger transport,professional skills for government psg,stop19,fibreboard operations,"health, safety and environmental management in the extractive and mineral processing industries",watch management,stop20,"fenestration, installation and surveying",glazing,stop21,electricity network control engineer,gas network construction,gas networks engineering management,leakage detection and control,multi utility network construction,network construction operations,utilities network planning and management,utility infrastructure management,stop22,rail engineering overhead line equipment construction suite 2,rail engineering overhead line equipment construction suite 3,stop23,heating and ventilating,plumbing and domestic heating,refrigeration and air conditioning,stop24,rail engineering,rail engineering signalling suite 2,rail engineering signalling suite 3,rail engineering telecoms suite 2,rail engineering telecoms suite 3,stop25,constructing capital plant steel structures erecting,fabricating steel structures plating,"installation, testing and commissioning of electrical systems and equipment plant",installing plant and systems mechanical,installing plant and systems pipefitting,maintaining plant and systems electrical,maintaining plant and systems instrument and controls,maintaining plant and systems mechanical,monitoring engineering construction activities,supporting activities in engineering construction,stop26,performing engineering operations suite 1 2006,performing engineering operations suite 2 2006,stop27,design and draughting,engineering and manufacture suite 4,engineering leadership and management suite 3,engineering leadership and management suite 4,engineering leadership and management suite 5,engineering leadership suite 3,engineering technical support suite 2 2007,engineering technical support suite 3 2009,stop28,aeronautical engineering suite 2,aeronautical engineering suite 3,stop29,composite engineering suite 2,composite engineering suite 3,stop30,automotive engineering suite 3,engineering toolmaking level 3,engineering toolmaking suite 3,engineering toolmaking suite 3 2005,"engineering woodworking, pattern and model making suite 3 2002",marine engineering,marine engineering suite 2,marine engineering suite 3,mechanical manufacturing engineering suite 2 2008,mechanical manufacturing engineering suite 3 2008,performing engineering operations suite 1,performing engineering operations suite 2,stop31,fabrication and welding engineering suite 3,fabrication and welding suite 2,welding pipework,welding plate and pipework,welding supervision,stop32,electrical and electronic engineering suite 3,electrical and electronic engineering suite 3 2004,stop33,mechanical engineering services,oil fired technical services,stop34,engineering maintenance and installation suite 2 2008,engineering maintenance suite 3 2008,installation and commissioning suite 3,installation and commissioning suite 3 2003,rail engineering traction and rolling stock suite 2,rail engineering traction and rolling stock suite 3,stop35,combined working practices,electrical and electronic servicing,stop36,temporary traffic management construction,traffic management,stop37,"installation of domestic fascias, soffits and bargeboards",removal of hazardous and non hazardous waste construction,stop38,applied waterproof membranes construction,construction operations construction,roofing occupations construction,waterproof membrane roofing systems,waterproof membrane roofing systems construction,stop39,cladding occupations construction,solar thermal photovoltaic panel installation and surveying,stop40,accessing operations and rigging construction,construction design management coordination level 4 nos,stop41,highways maintenance construction,stonemasonry construction,stop42,associated industrial services occupations construction,construction and civil engineering operations,construction operations and civil engineering services construction,construction using off site manufactured assemblies,erection of precast concrete construction,innovative modern methods of construction,insulation and building treatments construction,interior systems construction,refractory installation construction,site logistics operations construction,specialist concrete occupations,specialist concrete occupations construction,specialist installation occupations construction,sub structure work occupations construction,super structure work occupations construction,trowel occupations construction,wood occupations construction,stop43,building maintenance multi trade repair and refurbishment operations,heritage skills construction,plastering construction,senior crafts construction,wall and floor tiling construction,stop44,construction plant or machinery maintenance,construction site supervision,controlling lifting operations construction,occupational work supervision construction,plant operations construction,road building and maintenance,stop45,engineered wood,woodmachining construction sawmilling extrusion furniture,stop46,wood merchants,wood preserving industrial pre treatment construction,stop47
0,trustee,trustee,trustee,trustee,-,derivative,firm,-,payment,pension,-,investor,portfolio,investment,-,laundering,accounts,-,credit,financing,-,assistance,caller,-,precast,precast,-,port,port,-,food,drink,drink,food,staff,food,chain,-,production,venue,production,production,-,disaster,confidentiality,-,business,strategy,business,business,protocol,-,claims,claims,insurance,market,-,foundation,sport,-,sport,strategy,sport,outdoor,-,scrutiny,child,wellbeing,-,quotation,audit,-,project,project,tender,project,project,project,project,simulation,il,project,project,project,-,workforce,describe,stakeholder,project,stakeholder,-,feedback,implementation,ability,-,window,glaze,-,network,excavation,network,network,excavation,apparatus,network,apparatus,-,steelwork,steelwork,-,ventilate,plumbing,accessory,-,riddor,signal,signal,telecom,telecom,-,steel,weld,isolation,engineering,pipework,reinstate,instrument,engineering,engineering,engineering,-,engineering,engineering,-,engineering,engineering,drawing,engineering,engineering,engineering,engineering,program,-,aircraft,aircraft,-,moulding,moulding,-,vehicle,try,machine,machine,machine,weld,yacht,marine,machine,machine,assembly,machine,-,weld,weld,mma,weld,weld,-,circuit,circuit,-,fault,oil,-,fault,fault,commissioning,commissioning,traction,traction,-,fault,fault,-,traffic,road,-,asbestos,asbestos,-,torch,roof,roof,roof,membrane,-,cladding,panel,-,scaffold,ladder,-,stone,stone,-,resist,excavation,pavement,erect,precast,erect,insulation,ceiling,refractory,occupation,substrate,occupation,shutter,occupation,masonry,masonry,timber,-,plaster,heritage,plaster,occupation,tile,-,machinery,demolition,welfare,machinery,machinery,machinery,-,wood,wood,-,timber,timber,-
1,scheme,scheme,pension,charity,-,firm,derivative,-,query,payment,-,investment,investment,tax,-,financing,till,-,payment,credit,-,caller,mail,-,manufacturing,manufacturing,-,marine,vessel,-,drink,food,food,beverage,food,production,food,-,producer,production,expenditure,contributor,-,recovery,asset,-,banking,business,agency,law,appetite,-,claim,holder,claims,insurance,-,sport,textile,-,community,sales,leisure,sector,-,child,worker,carers,-,commission,void,-,engineering,synthesis,project,tender,machinery,tender,implementation,project,project,engineering,stakeholder,synthesis,-,stakeholder,stakeholder,sector,stakeholder,project,-,suggestion,suggestion,events,-,glaze,glass,-,engineering,network,utility,valve,network,excavation,utility,utility,-,direction,ole,-,accessory,heat,pump,-,track,etcs,etcs,railway,railway,-,engineering,fabrication,cable,machine,engineering,engineering,engineering,asset,drawing,onshore,-,dress,occurrence,-,convention,research,computer,drawing,research,research,cad,software,-,moulding,aviation,-,mould,resin,-,assembly,press,workholding,program,model,machine,boat,overhaul,setter,spring,weld,program,-,welding,machine,tig,appreciation,welding,-,assembly,cad,-,commission,tank,-,device,servicing,device,commission,roll,roll,-,production,precaution,-,motorway,traffic,-,bargeboards,license,-,roof,heritage,slate,extinguisher,layer,-,sheeting,roof,-,erect,crawler,-,flag,cladding,-,occupation,excavate,occupation,floor,cladding,occupation,wall,partition,fibre,traffic,overlay,floor,door,install,fibre,brick,frame,-,tile,conserve,occupation,conserve,floor,-,occupation,tunnel,suspend,welfare,occupation,operator,-,production,machinery,-,goods,treatment,-
2,pension,pension,scheme,board,-,investment,investment,-,entry,investment,-,market,fund,attitude,-,money,transaction,-,query,facility,-,law,call,-,efficiency,obligation,-,master,casualty,-,fault,business,business,menu,hospitality,manufacture,drink,-,designer,theatre,cash,talent,-,cctv,disaster,-,lending,campaign,promote,reputation,business,-,insurance,claim,claim,claims,-,example,play,-,facility,sell,strategy,sport,-,abuse,abuse,individual,-,sprinkler,quotation,-,tender,stakeholder,synthesis,synthesis,contractor,workforce,stakeholder,scenario,sow,uncertainty,phrase,stakeholder,-,culture,sector,feedback,equality,sector,-,period,feedback,feedback,-,glass,glazing,-,asset,apparatus,engineering,trace,utility,network,sector,proposal,-,ole,wire,-,weld,appliance,heat,-,haswa,train,train,bearer,bearer,-,reinstate,reinstate,enclosure,fitter,reinstate,onshore,reinstate,reinstate,technician,shipyard,-,tidy,malfunction,-,option,directive,software,computer,evaluation,directive,program,engineering,-,assembly,engine,-,resin,mould,-,engine,die,workpiece,workholding,program,gas,marine,yacht,machining,workpiece,welding,assembly,-,machine,welding,root,join,engineering,-,inductor,manufacture,-,legacy,commission,-,circuit,circuit,commission,device,stock,stock,-,run,reception,-,carriageway,tunnel,-,fascia,occupation,-,layer,slate,ridge,occupation,bitumen,-,roof,photovoltaic,-,occupation,erect,-,restraint,operative,-,operative,occupation,road,cladding,erect,frame,treatment,install,install,vehicle,occupation,concrete,occupation,operative,resin,occupation,occupation,-,floor,occupation,operative,tile,wall,-,consumables,contractor,occupation,vehicle,requisition,occupation,-,pick,machine,-,stock,chemical,-
3,employer,fund,investment,community,-,competency,competency,-,transaction,alteration,-,transaction,asset,framework,-,counter,bank,-,dispute,accounts,-,gap,message,-,state,machinery,-,vessel,diversity,-,instrumentation,delegate,strategy,staff,drink,drink,logistics,-,director,project,payment,script,-,strategy,business,-,strategy,amongst,sales,decide,strategy,-,insurer,renewal,business,quotation,-,substructure,grass,-,staff,face,driver,stakeholder,-,adult,promote,patient,-,mist,confidentiality,-,consultant,evaluation,survey,stakeholder,welfare,contractor,incident,interaction,tender,learn,context,verify,-,encourage,explain,perform,diversity,diversity,-,individual,processing,element,-,door,infill,-,belongs,gas,asset,hygiene,apparatus,candidate,energy,infrastructure,-,wire,section,-,heating,heating,pressure,-,asset,track,track,gsm,circuit,-,section,steel,engineering,reinstate,drawing,shipyard,shipyard,hvac,relations,inside,-,occurrence,event,-,designer,sigma,cad,scheduling,decommissioning,computer,modify,computer,-,coat,overhaul,-,production,machine,-,leisure,machine,device,workpiece,pattern,marine,coat,boat,cnc,program,machine,circuit,-,plate,plate,join,welding,consumables,-,transformer,film,-,rectification,appliance,-,fluid,replace,fault,fault,fluid,fault,-,fibreboard,diagnosis,-,road,incident,-,soffit,enclosure,-,bitumen,replace,hip,layer,ply,-,wall,mount,-,anchor,suspend,-,sett,occupation,-,install,operative,traffic,occupation,floor,autoclave,occupation,occupation,occupation,extinguisher,stain,operative,gate,anchor,occupation,block,door,-,replace,conservation,mould,wall,occupation,-,replace,machinery,machinery,project,operative,ironwork,-,saw,tooling,-,purchase,extinguisher,-
4,investment,investment,fund,mission,-,obligation,market,-,pay,life,-,fund,currency,taxation,-,staff,banking,-,debt,business,-,organisational,field,-,package,packaging,-,stakeholder,passenger,-,haccp,productivity,culture,hospitality,wine,changeover,goods,-,contributor,rig,claims,budget,-,business,vulnerability,-,sector,continuity,offer,cycling,profile,-,renewal,business,insurer,amendment,-,skac,prefabricate,-,participation,sport,obstacle,leisure,-,provider,carers,intervention,-,certification,aim,-,contractor,business,evaluation,tenderers,tunnel,labour,sponsor,stakeholder,configuration,tender,group,maker,-,productivity,budget,behaviour,budget,inclusion,-,encourage,encourage,authorise,-,glazing,battery,-,electricity,employer,setback,section,gas,highway,asset,locate,-,renewal,wiring,-,ductwork,accessory,implementing,-,rule,swl,swl,circuit,gsm,-,erect,assembly,disconnection,drawing,onshore,inside,inside,onshore,perform,tunnel,-,difficulty,aiders,-,catalogue,project,modification,manufacture,implementation,decommissioning,machine,machine,-,aviation,wing,-,cure,consumables,-,moulding,prove,program,device,machining,welding,paint,weld,lens,overhaul,circuit,weld,-,joint,section,weld,welder,parent,-,coil,precaution,-,leakage,fault,-,isolation,diagnosis,connection,connection,isolation,replace,-,machine,appliance,-,install,vehicle,-,cement,encapsulate,-,upstands,sarking,tile,ply,vapour,-,panel,kit,-,dismantle,rope,-,edge,mould,-,ceiling,drainage,operative,frame,occupation,steel,install,relocate,blockwork,coordinate,acid,substrate,blind,grout,reinforce,erect,extinguisher,-,decorate,plaster,render,operative,drainage,-,operative,conservation,accessory,deviation,shut,pave,-,difficulty,occupation,-,custody,occupation,-
5,interest,asset,sfp,trust,-,market,advise,-,accounts,underwrite,-,stakeholder,sector,explain,-,diligence,laundering,-,sales,appraise,-,fulfil,email,-,cement,transport,-,traffic,equality,-,replace,feedback,leadership,payment,feedback,resolution,model,-,studio,describe,budget,producer,-,option,threat,-,network,raise,goodwill,lessen,architecture,-,settlement,provider,market,insurer,-,excavation,undercarriage,-,agency,implementing,community,goal,-,agency,family,community,-,extinguish,replacement,-,workforce,dispute,tenderers,evaluation,sustainability,circuit,strategy,implementation,alteration,breakdown,individual,commissioning,-,production,research,business,sector,equality,-,someone,training,investigation,-,conservatory,film,-,meeting,highway,professionalism,meter,designate,traffic,stakeholder,construct,-,bond,bond,-,pipework,implementing,air,-,engineering,ssow,ssow,cctv,cctv,-,onshore,engineering,wire,device,shape,tunnel,tunnel,engine,culture,explosive,-,supervisor,evacuation,-,draught,fault,copy,software,assurance,manufacturing,model,programming,-,mould,fastener,-,fibre,thermography,-,device,mould,grind,press,assembly,fault,machine,machine,production,assembly,treatment,device,-,arc,gas,cap,oxidation,welder,-,precaution,checking,-,liaise,decommission,-,connection,cable,fluid,fluid,'lifed,cable,-,sample,module,-,mobile,caller,-,installer,operative,-,gutter,stone,reclaim,operative,roof,-,seam,bracket,-,operative,roof,-,ironwork,machinery,-,ductwork,concrete,kerb,steel,platform,operative,operative,operative,brickwork,operative,cure,saw,shade,soil,operative,mortar,operative,-,panelling,thatch,platform,masonry,stone,-,portable,restoration,sling,maker,accessory,machine,-,treatment,list,-,wrap,operative,-
6,deed,contribution,funding,functioning,-,ascertain,depend,-,debt,insurer,-,settlement,market,consumer,-,institution,counter,-,export,decline,-,difficulty,worker,-,production,salvage,-,enforcement,learn,-,pressure,adhere,thinking,room,supervise,handover,theory,-,performer,performer,accounting,funding,-,confidentiality,stakeholder,-,sales,interruption,relations,enhance,culture,-,premium,settlement,audit,consequence,-,edge,install,-,equality,leisure,maker,strategy,-,carers,adult,promote,-,fault,survey,-,labour,procurement,procurement,dispute,feedback,obligation,commitment,aim,autonomy,variance,wider,commission,-,engage,welfare,engage,market,business,-,constraint,negligence,availability,-,aperture,shape,-,commission,designate,evaluation,pipe,highway,supervision,project,devise,-,registration,earthing,-,air,pipework,introduce,-,traction,haswa,leader,riddor,riddor,-,steelwork,section,termination,shipyard,shipyard,explosive,explosive,shipyard,uphold,atmosphere,-,hair,carrying,-,rule,production,title,departure,authorise,assurance,flaw,cnc,-,servicing,flight,-,tooling,sheraography,-,cable,assembly,press,grind,wood,thread,assembly,device,assembly,device,mould,cable,-,section,joint,fill,reinstate,onshore,-,film,device,-,refrigeration,pipework,-,air,device,air,air,device,isolation,-,packaging,etc,-,speed,network,-,premise,decontamination,-,pour,occupation,occupation,waterproof,outlet,-,occupation,installers,-,lightning,anchor,-,occupation,rpe,-,wall,adaptability,highway,cabin,propping,install,proof,suspend,erect,signage,etch,screed,operative,membrane,install,operative,metal,-,occupation,mould,plasterwork,stone,operative,-,restore,welfare,signal,craft,consumables,road,-,efficiency,enquiry,-,sell,transfer,-
7,fund,class,asset,beneficiary,-,appetite,employ,-,complaints,business,-,asset,strategy,trust,-,strategy,currency,-,collection,pay,-,failure,send,-,stock,stock,-,incident,berth,-,diagnosis,deploy,feedback,profit,hygiene,productivity,procurement,-,idea,appear,film,idea,-,stakeholder,weakness,-,address,concept,administration,employee,law,-,business,market,settlement,business,-,play,layer,-,diversity,evaluation,stakeholder,practitioner,-,harm,discrimination,medication,-,install,consist,-,commission,market,contractor,procurement,meeting,illumination,feedback,idea,introduction,practitioner,cycle,welfare,-,leadership,learn,project,eu,vision,-,explain,incident,rescue,-,curtain,window,-,budget,employee,brief,distribution,employer,sub,contingency,network,-,conductor,registration,-,version,soundness,refrigeration,-,element,leader,railway,track,fault,-,shipyard,onshore,drawing,inside,inside,atmosphere,scaffold,exchanger,project,confine,-,eye,assistance,-,drawing,welding,connect,cad,facility,manufacture,drawing,save,-,cable,device,-,core,sheer,-,refitting,dy,machining,assembly,mould,propulsion,weld,fastener,distortion,workholding,leave,engineering,-,metal,bend,steel,segregation,configuration,-,core,manufacturing,-,connect,combustion,-,precaution,isolation,fastener,fastener,overhaul,lock,-,learner,replacement,-,occupation,address,-,preparatory,install,-,edge,underlay,valley,membrane,install,-,skin,connect,-,fall,board,-,background,lev,-,cavity,formwork,excavation,precast,operative,cladding,preservation,wall,spray,erect,membrane,machinery,install,pile,locate,cavity,joinery,-,renew,operative,cornice,plaster,coshh,-,workshop,maker,signalling,organise,attachment,tanker,-,assemble,operative,-,pick,treat,-
8,matter,content,employer,object,-,tolerance,instrument,-,reconcile,straightforward,-,accounts,tax,money,-,training,money,-,recovery,authorise,-,commitment,search,-,energy,summon,-,applies,baggage,-,controller,organise,deployment,reservation,cellar,diagnosis,transport,-,budget,rigging,insurance,financier,-,accounts,harm,-,towards,awareness,law,loans,events,-,market,authorise,amendment,renewal,-,concrete,describe,-,barrier,staffing,vision,suite,-,promote,harm,consent,-,riser,business,-,bim,strategy,production,feedback,workforce,wound,assurance,capability,contractor,bid,lifecycle,feedback,-,efficiency,list,vision,network,strategy,-,commitment,evaluation,incident,-,learner,question,-,expertise,asset,atmosphere,fitting,mm,leader,option,implementation,-,escalation,conductor,-,perform,trade,condensate,-,rail,riddor,haswa,swl,telephone,-,inside,gas,reinstate,tunnel,tunnel,confine,asset,inside,input,scaffold,-,malfunction,egress,-,library,manufacturing,digitiser,mail,subordinate,decommission,computer,flaw,-,resin,lock,-,ply,convention,-,fastener,injection,fixture,cnc,face,wire,precaution,assembly,bsen,wire,sand,workpiece,-,gas,fabrication,pipe,finishing,gas,-,semiconductor,thick,-,ventilate,flue,-,fastener,fluid,pressure,pressure,sensor,etcs,-,adjustment,outlet,-,operative,escort,-,rainwater,segregation,-,occupation,tile,install,division,gutter,-,cement,text,-,rope,platform,-,operative,exhaust,-,coat,behaviour,machinery,prefabricate,fall,wall,technician,floor,operative,liaise,machinery,resin,pallet,tensioning,chase,wall,ironmongery,-,drainage,restore,cast,craft,mosaic,-,braze,workforce,workforce,workforce,organise,traffic,-,blade,cnc,-,wood,spillage,-
9,trust,sfp,content,govern,-,strategy,extent,-,organisational,quotation,-,price,class,affordability,-,encompass,finance,-,department,repayment,-,organise,telephone,-,packaging,visitor,-,duty,incident,-,see,deployment,equality,kitchen,learn,adhere,freight,-,makeup,oversee,tax,expenditure,-,intelligence,contractor,-,loans,events,pay,shareholder,tolerance,-,straightforward,loss,towards,placement,-,cast,fill,-,pool,describe,goal,finance,-,individual,well,agency,-,modification,proposal,-,brief,settle,entitlement,welfare,traffic,consumer,goal,research,element,procurement,life,consultant,-,innovation,threat,leader,sponsor,leadership,-,day,audit,demand,-,bay,statutory,-,commissioning,traffic,commission,leakage,employee,utility,maintaining,mitigate,-,insulator,insulator,-,circulation,drainage,establishment,-,selfemployed,railway,testing,connection,track,-,tunnel,welding,fault,explosive,pressure,circuit,atmosphere,tunnel,definition,designate,-,event,appoint,-,database,weld,mouse,modification,decommission,methodology,sales,calibration,-,precaution,replace,-,laminate,scan,-,precaution,handover,jig,fixture,device,device,device,precaution,gear,cnc,gas,wiring,-,bend,roll,welding,engineering,shipyard,-,device,circuitry,-,conform,fill,-,replace,precaution,instrument,escalator,lock,diagnosis,-,sort,legacy,-,lev,flow,-,felt,public,-,vapour,operative,batten,bitumen,perimeter,-,install,aim,-,tie,tower,-,duct,respiratory,-,resurface,thinking,apparatus,economise,flooring,concrete,ventilation,flooring,anchor,logistics,operative,reinforcement,rack,excavate,anchor,mix,wall,-,paint,metalwork,cement,plasterwork,heat,-,heat,project,supervise,encourage,guide,kerb,-,usage,saw,-,pack,liquid,-
